"brand","model","class","type"
"beckhoff","cx5010","h","PLC"
"beckhoff","cx5020","h","PLC"
"beckhoff","cx5100","h","PLC"
"beckhoff","cx8000","h","PLC"
"beckhoff","cx8030","h","PLC"
"beckhoff","cx8050","h","PLC"
"beckhoff","kl6001","h","PLC"
"beckhoff","tf3300","h","PLC"
"beckhoff","tf3500","h","PLC"
"beckhoff","tf3510","h","PLC"
"beckhoff","tf3600","h","PLC"
"beckhoff","tf3601","h","PLC"
"beckhoff","te1000","h","PLC"
"beckhoff","te1111","h","PLC"
"beckhoff","te1120","h","PLC"
"beckhoff","te1200","h","PLC"
"beckhoff","te1210","h","PLC"
"beckhoff","te2000","h","PLC"
"beckhoff","te1300","h","PLC"
"beckhoff","te1310","h","PLC"
"beckhoff","te1400","h","PLC"
"beckhoff","te1410","h","PLC"
"beckhoff","te1420","h","PLC"
"beckhoff","te1500","h","PLC"
"beckhoff","te1610","h","PLC"
"beckhoff","tc1000","h","PLC"
"beckhoff","tc1200","h","PLC"
"beckhoff","tc1100","h","PLC"
"beckhoff","tc1210","h","PLC"
"beckhoff","tc1220","h","PLC"
"beckhoff","tc1250","h","PLC"
"beckhoff","tc1260","h","PLC"
"beckhoff","tc1270","h","PLC"
"beckhoff","tc1275","h","PLC"
"beckhoff","tc1300","h","PLC"
"beckhoff","tc1320","h","PLC"
"beckhoff","tf4100-00pp","h","PLC"
"beckhoff","tf4110-00pp","h","PLC"
"beckhoff","tf5000-00pp","h","PLC"
"beckhoff","tf5010-00pp","h","PLC"
"beckhoff","tf5010-0040","h","PLC"
"beckhoff","tf5010-0050","h","PLC"
"beckhoff","tf5010-0060","h","PLC"
"beckhoff","tf5010-0070","h","PLC"
"beckhoff","tf5010-0080","h","PLC"
"beckhoff","tf5010-0081","h","PLC"
"beckhoff","tf5010-0082","h","PLC"
"beckhoff","tf5010-0083","h","PLC"
"beckhoff","tf5010-0084","h","PLC"
"beckhoff","tf5010-0090","h","PLC"
"beckhoff","tf5010-0091","h","PLC"
"beckhoff","tf5010-0092","h","PLC"
"beckhoff","tf5010-0093","h","PLC"
"beckhoff","tf5010-0094","h","PLC"
"beckhoff","tf5020-0040","h","PLC"
"beckhoff","tf5020-0050","h","PLC"
"beckhoff","tf5020-0060","h","PLC"
"beckhoff","tf5020-0070","h","PLC"
"beckhoff","tf5020-0080","h","PLC"
"beckhoff","tf5020-0081","h","PLC"
"beckhoff","tf5020-0083","h","PLC"
"beckhoff","tf5020-0082","h","PLC"
"beckhoff","tf5020-0084","h","PLC"
"beckhoff","tf5020-0090","h","PLC"
"beckhoff","tf5020-0091","h","PLC"
"beckhoff","tf5020-0092","h","PLC"
"beckhoff","tf5020-0093","h","PLC"
"beckhoff","tf5020-0094","h","PLC"
"beckhoff","tf5060-0040","h","PLC"
"beckhoff","tf5060-0050","h","PLC"
"beckhoff","tf5060-0060","h","PLC"
"beckhoff","tf5060-0070","h","PLC"
"beckhoff","tf5060-0080","h","PLC"
"beckhoff","tf5060-0081","h","PLC"
"beckhoff","tf5060-0082","h","PLC"
"beckhoff","tf5060-0083","h","PLC"
"beckhoff","tf5060-0084","h","PLC"
"beckhoff","tf5060-0090","h","PLC"
"beckhoff","tf5060-0091","h","PLC"
"beckhoff","tf5060-0092","h","PLC"
"beckhoff","tf5060-0093","h","PLC"
"beckhoff","tf5060-0094","h","PLC"
"beckhoff","tf6120-0030","h","PLC"
"beckhoff","tf6120-0040","h","PLC"
"beckhoff","tf6120-0050","h","PLC"
"beckhoff","tf6120-0060","h","PLC"
"beckhoff","tf6120-0070","h","PLC"
"beckhoff","tf6120-0080","h","PLC"
"beckhoff","tf6120-0081","h","PLC"
"beckhoff","tf6120-0082","h","PLC"
"beckhoff","tf6120-0083","h","PLC"
"beckhoff","tf6120-0084","h","PLC"
"beckhoff","tf6120-0090","h","PLC"
"beckhoff","tf6120-0091","h","PLC"
"beckhoff","tf6120-0092","h","PLC"
"beckhoff","tf6120-0093","h","PLC"
"beckhoff","tf6120-0094","h","PLC"
"beck ipc","solar-lo","h","IPC"
"schneider","tsxetg100","h","PLC"
"schneider","tsxetg1000","h","PLC"
"buffalotech","ip550","h","IPC"
"caimore","cm3161","h","RTU"
"caimore","cme3100","h","RTU"
"caimore","cm550-51g","h","RTU"
"caimore","cm550-51c","h","RTU"
"caimore","cm550-51w","h","RTU"
"caimore","cm550-51s","h","RTU"
"caimore","cm550-51e","h","RTU"
"caimore","cm550-51t","h","RTU"
"caimore","cm550-51f","h","RTU"
"caimore","cm550-51h","h","RTU"
"caimore","cm550-53g","h","RTU"
"caimore","cm550-53c","h","RTU"
"caimore","cm550-53w","h","RTU"
"caimore","cm550-53s","h","RTU"
"caimore","cm550-53e","h","RTU"
"caimore","cm550-53t","h","RTU"
"caimore","cm550-53f","h","RTU"
"caimore","cm550-53h","h","RTU"
"caimore","cm550-54g","h","RTU"
"caimore","cm550-54c","h","RTU"
"caimore","cm550-54w","h","RTU"
"caimore","cm550-54s","h","RTU"
"caimore","cm550-54e","h","RTU"
"caimore","cm550-54t","h","RTU"
"caimore","cm550-54f","h","RTU"
"caimore","cm550-54h","h","RTU"
"caimore","cm550-52g","h","RTU"
"caimore","cm550-52c","h","RTU"
"caimore","cm550-52w","h","RTU"
"caimore","cm550-52s","h","RTU"
"caimore","cm550-52e","h","RTU"
"caimore","cm550-52t","h","RTU"
"caimore","cm550-52f","h","RTU"
"caimore","cm550-52h","h","RTU"
"caimore","cm550-55g","h","RTU"
"caimore","cm550-55c","h","RTU"
"caimore","cm550-55w","h","RTU"
"caimore","cm550-55s","h","RTU"
"caimore","cm550-55e","h","RTU"
"caimore","cm550-55t","h","RTU"
"caimore","cm550-55f","h","RTU"
"caimore","cm550-55h","h","RTU"
"caimore","cm550-56g","h","RTU"
"caimore","cm550-56c","h","RTU"
"caimore","cm550-56w","h","RTU"
"caimore","cm550-56s","h","RTU"
"caimore","cm550-56e","h","RTU"
"caimore","cm550-56t","h","RTU"
"caimore","cm550-56f","h","RTU"
"caimore","cm550-56h","h","RTU"
"caimore","cm550-51g-p","h","RTU"
"caimore","cm550-51c-p","h","RTU"
"caimore","cm3160p","h","RTU"
"caimore","cm6550p","h","RTU"
"caimore","cm6560p","h","RTU"
"caimore","cm8150p","h","RTU"
"caimore","cm8250p","h","RTU"
"caimore","cm8350p","h","RTU"
"caimore","cm510-21h","h","RTU"
"caimore","cm510-21t","h","RTU"
"caimore","cm510-21f","h","RTU"
"caimore","cm3150v","h","RTU"
"caimore","cm3160v","h","RTU"
"caimore","cm3180v","h","RTU"
"caimore","cm6560v","h","RTU"
"caimore","cm6550v","h","RTU"
"caimore","cm8150v","h","RTU"
"caimore","cm8250v","h","RTU"
"caimore","cm8350v","h","RTU"
"caimore","cm510-23h","h","RTU"
"caimore","cm510-23t","h","RTU"
"caimore","cm510-23f","h","RTU"
"caimore","cm3151","h","RTU"
"caimore","cm3181","h","RTU"
"caimore","cm6561","h","RTU"
"caimore","cm6551","h","RTU"
"caimore","cm8151","h","RTU"
"caimore","cm8251","h","RTU"
"caimore","cm8351","h","RTU"
"caimore","cm510-22h","h","RTU"
"caimore","cm510-22t","h","RTU"
"caimore","cm510-22f","h","RTU"
"caimore","cm3100","h","RTU"
"caimore","cm310","h","RTU"
"caimore","cm6200","h","RTU"
"caimore","cm810","h","RTU"
"caimore","cm820","h","RTU"
"caimore","cm830","h","RTU"
"caimore","cm840","h","RTU"
"caimore","cm850","h","RTU"
"caimore","cm860","h","RTU"
"caimore","cm550-56h-p","h","RTU"
"caimore","cm550-56f-p","h","RTU"
"caimore","cm550-56t-p","h","RTU"
"caimore","cm550-56e-p","h","RTU"
"caimore","cm550-56s-p","h","RTU"
"caimore","cm550-56w-p","h","RTU"
"caimore","cm550-56c-p","h","RTU"
"caimore","cm550-56g-p","h","RTU"
"caimore","cm550-55h-p","h","RTU"
"schneider","tsxetg1010","h","PLC"
"schneider","tsxethntr1","h","PLC"
"schneider","tsxetw330g1","h","PLC"
"schneider","tsxetw330t1","h","PLC"
"schneider","tsxetw3gant1","h","PLC"
"schneider","tsxetw3gext1","h","PLC"
"schneider","tsxety110ws","h","PLC"
"schneider","tsxety210","h","PLC"
"dec","big-93ni","h","PLC"
"dec","400","h","PLC"
"dec","403","h","PLC"
"dec","408","h","PLC"
"dec","501","h","PLC"
"dec","503","h","PLC"
"schneider","tsxety4103","h","PLC"
"delta","dsc_1212e","h","OPC_S"
"delta","dsc_1212e-mod1","h","OPC_S"
"delta","dsc_1212e-mod4","h","OPC_S"
"delta","dsc_606e","h","OPC_S"
"delta","dsc_633e","h","OPC_S"
"delta","dsc_633e-eno","h","OPC_S"
"delta","dsc_633e-mod3","h","OPC_S"
"delta","dsc_r2424e","h","OPC_S"
"delta","dsc-1212e","h","OPC_S"
"delta","dsc-1616e","h","OPC_S"
"delta","dsc1616e","h","OPC_S"
"delta","dsc-1212","h","OPC_S"
"delta","cup2000","h","VFD"
"delta","ahcpu500-en","h","PLC"
"delta","ahcpu510-en","h","PLC"
"delta","ahcpu511-en","h","PLC"
"delta","ahcpu520-en","h","PLC"
"delta","ahcpu521-en","h","PLC"
"delta","ahcpu530-en","h","PLC"
"delta","hcpu531-en","h","PLC"
"delta","as324mt-a","h","PLC"
"delta","as332p-a","h","PLC"
"delta","as332t-a","h","PLC"
"delta","dop-b03e211","h","PLC"
"delta","dop-w105b","h","PLC"
"delta","dop-w127b","h","PLC"
"delta","dvp10ec","h","PLC"
"delta","dvp10pm","h","PLC"
"delta","dvp10mc","h","PLC"
"delta","dvp10sx","h","PLC"
"delta","dvp12sa","h","PLC"
"delta","dvp12se","h","PLC"
"delta","dvp12ss","h","PLC"
"delta","dvp14ec","h","PLC"
"delta","dvp14es","h","PLC"
"delta","dvp14ss","h","PLC"
"delta","dvp16eh","h","PLC"
"delta","dvp16es","h","PLC"
"delta","dvp20eh","h","PLC"
"delta","dvp20ex","h","PLC"
"delta","dvp20pm","h","PLC"
"delta","dvp20sx","h","PLC"
"delta","dvp24es","h","PLC"
"delta","dvp24sv","h","PLC"
"delta","dvp28sv","h","PLC"
"delta","dvp30es","h","PLC"
"delta","dvp30ex","h","PLC"
"delta","dvp32eh","h","PLC"
"delta","dvp32es","h","PLC"
"delta","dvp40eh","h","PLC"
"delta","dvp40es","h","PLC"
"delta","dvp48eh","h","PLC"
"delta","dvp58es","h","PLC"
"delta","dvp60es","h","PLC"
"delta","dvp64eh","h","PLC"
"delta","dvp80eh","h","PLC"
"delta","tp02g-as1","h","PLC"
"delta","tp04g-as2","h","PLC"
"delta","dvp-sv2","h","PLC"
"delta","dvp-mc","h","PLC"
"delta","dvp-pm","h","PLC"
"delta","dop-h07","h","HMI"
"delta","dop-w157b","h","HMI"
"delta","dop-b03s210","h","HMI"
"delta","dop-b03s","h","HMI"
"delta","dop-b05s111","h","HMI"
"delta","dop-b07s411","h","HMI"
"delta","dop-b07s410","h","HMI"
"delta","dop-b07s401k","h","HMI"
"delta","dop-b07s411k","h","HMI"
"delta","dop-b07s","h","HMI"
"delta","dop-b07ps415","h","HMI"
"delta","dop-b07ps515","h","HMI"
"delta","dop-b10e515","h","HMI"
"delta","dop-b10s511","h","HMI"
"delta","dop-b08s","h","HMI"
"delta","dop-b10s","h","HMI"
"delta","dop-b10s411","h","HMI"
"delta","dop-107wv","h","HMI"
"delta","dop-110ws","h","HMI"
"delta","c2000","h","VFD"
"delta","cp2000","h","VFD"
"delta","c200","h","VFD"
"delta","vfd-vj","h","VFD"
"delta","ied-g","h","VFD"
"delta","ms300","h","VFD"
"delta","vfd004m21a","h","VFD"
"delta","vfd007m21a","h","VFD"
"delta","vfd015m21a","h","VFD"
"delta","vfd022m21a","h","VFD"
"delta","vfd007m43b","h","VFD"
"delta","vfd015m43b","h","VFD"
"delta","vfd022m43b","h","VFD"
"delta","vfd037m43b","h","VFD"
"delta","vfd055m43b","h","VFD"
"delta","vfd075m43a","h","VFD"
"delta","vfd075m53a","h","VFD"
"delta","vfd002m11a","h","VFD"
"delta","vfd004m11a","h","VFD"
"delta","vfd004m11b","h","VFD"
"delta","vfd007m11a","h","VFD"
"delta","vfd007m23a","h","VFD"
"delta","vfd015m21b","h","VFD"
"elster","rtu+v6","h","RTU"
"emerson","mev1000","h","VFD"
"emerson","ec20-3232bra","h","PLC"
"emerson","ec20-2012bra","h","PLC"
"emerson","ec20-8tc","h","PLC"
"emerson","mev2000-20005-000","h","VFD"
"emerson","mev2000-20011-000","h","VFD"
"emerson","mev2000-20007-000","h","VFD"
"emerson","mev2000-20015-000","h","VFD"
"emerson","mev2000-40011-000","h","VFD"
"emerson","mev2000-40007-000","h","VFD"
"emerson","mev2000-40005-000","h","VFD"
"emerson","mev1000-4003 3kw","h","VFD"
"emerson","ev1000","h","VFD"
"emerson","ev2000","h","VFD"
"emerson","mev2000-20004-000","h","VFD"
"emerson","ev3000","h","VFD"
"emerson","ev30200","h","VFD"
"emerson","ev5000","h","VFD"
"emerson","ev2100","h","VFD"
"emerson","m700","h","VFD"
"emerson","m300","h","VFD"
"emerson","m400","h","VFD"
"emerson","mev3000","h","VFD"
"emerson","mev2000","h","VFD"
"emerson","nx-200kva","h","UPS"
"emerson","nx-160kva","h","UPS"
"emerson","nx-120kva","h","UPS"
"emerson","nx-100kva","h","UPS"
"emerson","nx-90kva","h","UPS"
"emerson","nx-60kva","h","UPS"
"emerson","nx-40kva","h","UPS"
"emerson","nx-30kva","h","UPS"
"emerson","ul33-0600l","h","UPS"
"emerson","ul33-0400l","h","UPS"
"emerson","ul33-0300l","h","UPS"
"emerson","ul33-0200l","h","UPS"
"emerson","10k00tl1101c00","h","UPS"
"emerson","06k00te1101c00","h","UPS"
"emerson","06k00tl1101c00","h","UPS"
"emerson","10k00te1101c00","h","UPS"
"emerson","03k00tl1101","h","UPS"
"emerson","03k00ts1101","h","UPS"
"emerson","02k00tl1101c00","h","UPS"
"emerson","02k00ts1101c00","h","UPS"
"emerson","gxe01k00tl1101c00","h","UPS"
"emerson","01k00ts1101c00","h","UPS"
"emerson","uha1r-0030l","h","UPS"
"emerson","uha1r-0060l","h","UPS"
"emerson","uha1r-0050","h","UPS"
"emerson","uha1r-0020","h","UPS"
"emerson","us11tplus-0030l","h","UPS"
"emerson","us11tplus-0030","h","UPS"
"emerson","us11tplus-0020","h","UPS"
"emerson","us11tplus-0010l","h","UPS"
"emerson","uha3r-0200l","h","UPS"
"emerson","uha3r-0160l","h","UPS"
"emerson","uha1r-0100","h","UPS"
"emerson","uha1r-0100l","h","UPS"
"emerson","uha1r-0030","h","UPS"
"emerson","uha1r-0020l","h","UPS"
"emerson","uha1r-0010l","h","UPS"
"emerson","uha1r-0010","h","UPS"
"emerson","us11tplus-0020l","h","UPS"
"emerson","us11tplus-0010","h","UPS"
"emerson","uh31-0100l","h","UPS"
"emerson","uh31-0150l","h","UPS"
"emerson","uh31-0200l","h","UPS"
"emerson","ha1r-0020","h","UPS"
"emerson","uha1r-0050l","h","UPS"
"emerson","ita-05k00ae1102c00","h","UPS"
"emerson","ita-05k00al1102c00","h","UPS"
"emerson","uha3r-0400l","h","UPS"
"emerson","uha3r-0300l","h","UPS"
"emerson","dl8000","h","PLC"
"emerson","ec10","h","PLC"
"emerson","ec20","h","PLC"
"emerson","roc800","h","PLC"
"emerson","ec10-1006","h","PLC"
"emerson","ec10-1410","h","PLC"
"emerson","ec10-1614","h","PLC"
"emerson","ec10-2416","h","PLC"
"emerson","ec10-3624bra1","h","PLC"
"emerson","ec10-3624bta","h","PLC"
"schneider","tsxety5103","h","PLC"
"etrol","l312","h","RTU"
"etrol","l314","h","RTU"
"etrol","l320","h","RTU"
"etrol","l601","h","RTU"
"etrol","l602","h","RTU"
"etrol","l603","h","RTU"
"etrol","l605","h","RTU"
"etrol","l802","h","RTU"
"etrol","l803","h","RTU"
"etrol","super2","h","RTU"
"etrol","super3","h","RTU"
"etrol","supere32 l313","h","RTU"
"etrol","supere32 l801","h","RTU"
"etrol","supere32 l805","h","RTU"
"etrol","super32-l310","h","RTU"
"etrol","super32-l311","h","RTU"
"etrol","super32-l601","h","RTU"
"etrol","super32-l602","h","RTU"
"etrol","super32-l301","h","RTU"
"etrol","super32-l301z","h","RTU"
"etrol","super32-l302","h","RTU"
"etrol","super32-l302z","h","RTU"
"etrol","super32-l303","h","RTU"
"etrol","super32-l303z","h","RTU"
"etrol","super32-l307","h","RTU"
"etrol","super32-l307z","h","RTU"
"etrol","super32-l308","h","RTU"
"etrol","super32-l308z","h","RTU"
"etrol","e20","h","RTU"
"etrol","e40","h","RTU"
"etrol","e50","h","RTU"
"etrol","e60","h","RTU"
"etrol","supere50","h","RTU"
"etrol","supere60","h","RTU"
"etrol","super32","h","RTU"
"etrol","supere32","h","RTU"
"etrol","supere32 l201","h","RTU"
"etrol","supere32 l202","h","RTU"
"etrol","supere32 l203","h","RTU"
"etrol","supere32 l205","h","RTU"
"etung","plc505","h","PLC"
"etung","plc-505","h","PLC"
"etung","plc-509","h","PLC"
"etung","plc-500","h","PLC"
"etung","md-620","h","DTU"
"etung","md-139g","h","DTU"
"etung","md-305","h","DTU"
"etung","md-109t","h","DTU"
"etung","md-149","h","DTU"
"etung","md-649","h","DTU"
"etung","md-308","h","DTU"
"etung","md-109","h","DTU"
"etung","md-139","h","DTU"
"etung","md-610g","h","DTU"
"etung","md-609g","h","DTU"
"etung","md-309g","h","DTU"
"etung","md-109g","h","DTU"
"etung","md-309c","h","DTU"
"etung","md-639","h","DTU"
"etung","mu-522","h","DTU"
"etung","md-309","h","DTU"
"invensys","application-server","h","OpSat"
"four-faith","f2a16","h","DTU"
"four-faith","f2816","h","DTU"
"four-faith","f2716","h","DTU"
"four-faith","f2616","h","DTU"
"four-faith","f2416","h","DTU"
"four-faith","f2216","h","DTU"
"four-faith","f2116","h","DTU"
"four-faith","f2114","h","DTU"
"four-faith","f2214","h","DTU"
"four-faith","f2414","h","DTU"
"four-faith","f2614","h","DTU"
"four-faith","f2103","h","DTU"
"four-faith","f2203","h","DTU"
"four-faith","f2403","h","DTU"
"four-faith","f2603","h","DTU"
"four-faith","f2116-d","h","DTU"
"four-faith","f2216-d","h","DTU"
"four-faith","f2416-d","h","DTU"
"four-faith","f2616-d","h","DTU"
"four-faith","f2716-d","h","DTU"
"four-faith","f2816-d","h","DTU"
"four-faith","f2a16-d","h","DTU"
"four-faith","f2146-d","h","DTU"
"four-faith","f2246-d","h","DTU"
"four-faith","f2446-d","h","DTU"
"four-faith","f2646-d","h","DTU"
"four-faith","f2746-d","h","DTU"
"four-faith","f2846-d","h","DTU"
"four-faith","f2a46-d","h","DTU"
"four-faith","f2114-d","h","DTU"
"four-faith","f2214-d","h","DTU"
"four-faith","f2414-d","h","DTU"
"four-faith","f2614-d","h","DTU"
"four-faith","f2x16-d","h","DTU"
"four-faith","f2x46-d","h","DTU"
"four-faith","f2x14-d","h","DTU"
"four-faith","f2003","h","DTU"
"four-faith","f2264","h","RTU"
"four-faith","f9164","h","RTU"
"four-faith","f2164","h","RTU"
"fujifilm","frn11f1s-4c","h","VFD"
"fujifilm","frn15f1s-4c","h","VFD"
"fujifilm","frn22f1s-4c","h","VFD"
"fujifilm","frn30f1s-4c","h","VFD"
"fujifilm","frn37f1s-4c","h","VFD"
"fujifilm","frn45f1s-4c","h","VFD"
"fujifilm","frn55f1s-4","h","VFD"
"fujifilm","frn75f1s-4c","h","VFD"
"fujifilm","frn90f1s-4c","h","VFD"
"fujifilm","frn110f1s-4c","h","VFD"
"fujifilm","frn132f1s-4c","h","VFD"
"fujifilm","frn1601s-4c","h","VFD"
"fujifilm","frn200f1s-4c","h","VFD"
"fujifilm","frn220f1s-4c","h","VFD"
"fujifilm","frn280f1s-4c","h","VFD"
"fujifilm","frn315f1s-4c","h","VFD"
"fujifilm","frn355f1s-4c","h","VFD"
"fujifilm","frn400f1s-4c","h","VFD"
"fujifilm","frn450f1s-4c","h","VFD"
"fujifilm","frn500f1s-4c","h","VFD"
"fujifilm","frn560f1s-4c","h","VFD"
"fujifilm","frn11g1s-4c","h","VFD"
"fujifilm","frn15g1s-4c","h","VFD"
"fujifilm","frn22g1s-4c","h","VFD"
"fujifilm","frn30g1s-4c","h","VFD"
"fujifilm","frn37g1s-4c","h","VFD"
"fujifilm","frn45g1s-4c","h","VFD"
"fujifilm","frn55g1s-4c","h","VFD"
"fujifilm","frn75g1s-4c","h","VFD"
"fujifilm","frn90g1s-4c","h","VFD"
"fujifilm","frn110g1s-4c","h","VFD"
"fujifilm","frn132g1s-4c","h","VFD"
"fujifilm","frn160g1s-4c","h","VFD"
"fujifilm","frn200g1s-4c","h","VFD"
"fujifilm","frn220g1s-4c","h","VFD"
"fujifilm","frn280g1s-4c","h","VFD"
"fujifilm","frn315g1s-4c","h","VFD"
"fujifilm","frn355g1s-4c","h","VFD"
"fujifilm","frn400g1s-4c","h","VFD"
"fujifilm","frn500g1s-4c","h","VFD"
"fujifilm","frn630g1s-4c","h","VFD"
"fujifilm","frn11gl1s-4c","h","VFD"
"fujifilm","frn15gl1s-4c","h","VFD"
"fujifilm","frn22gl1s-4c","h","VFD"
"fujifilm","frn30gl1s-4c","h","VFD"
"fujifilm","frn37gl1s-4c","h","VFD"
"fujifilm","frn4gl1s-4c","h","VFD"
"fujifilm","frn55gl1s-4c","h","VFD"
"fujifilm","frn75gl1s-4c","h","VFD"
"fujifilm","frn90gl1s-4c","h","VFD"
"fujifilm","frn110gl1s-4c","h","VFD"
"fujifilm","frn132gl1s-4c","h","VFD"
"fujifilm","frn160gl1s-4c","h","VFD"
"fujifilm","frn200gl1s-4c","h","VFD"
"fujifilm","frn220gl1s-4c","h","VFD"
"fujifilm","frn280gl1s-4c","h","VFD"
"fujifilm","frn315gl1s-4c","h","VFD"
"fujifilm","frn355gl1s-4c","h","VFD"
"fujifilm","frn400gl1s-4c","h","VFD"
"fujifilm","frn450gl1s-4c","h","VFD"
"fujifilm","frn500gl1s-4c","h","VFD"
"fujifilm","frn630gl1s-4c","h","VFD"
"fujifilm","frn710gl1s-4c","h","VFD"
"fujifilm","nw0p20r-31","h","PLC"
"fujifilm","nw0p20t-31","h","PLC"
"fujifilm","nw0p30r-31","h","PLC"
"fujifilm","nw0p30t-31","h","PLC"
"fujifilm","nw0p40r-31","h","PLC"
"fujifilm","nw0p40t-31","h","PLC"
"fujifilm","nw0p40r-31c","h","PLC"
"fujifilm","ts1100","h","HMI"
"fujifilm","v806n","h","HMI"
"fujifilm","v808ch","h","HMI"
"fujifilm","v812n","h","HMI"
"fujifilm","v815n","h","HMI"
"fujifilm","ts1070","h","HMI"
"fujifilm","ts1071","h","HMI"
"fujifilm","ts1101","h","HMI"
"fujifilm","s806m","h","HMI"
"fujifilm","s806c","h","HMI"
"fujifilm","v9100ic","h","HMI"
"fujifilm","v980ic","h","HMI"
"fujifilm","v910liw","h","HMI"
"fujifilm","v9080is","h","HMI"
"fujifilm","v9100is","h","HMI"
"fujifilm","v9120is","h","HMI"
"gateway","503","h","PLC"
"ge","ic693mdl750","h","PLC"
"ge","rx3i","h","PLC"
"ge","rx7i","h","PLC"
"ge","90-30","h","PLC"
"ge","90-70","h","PLC"
"ge","ic693mdl230","h","PLC"
"ge","cpe305","h","PLC"
"ge","cpue05","h","PLC"
"ge","90 micro","h","PLC"
"ge","ic693cbl312","h","PLC"
"ge","ic693cmm311","h","PLC"
"ge","ic693pwr330","h","PLC"
"ge","ic693mdl741","h","PLC"
"ge","ic693mdl740","h","PLC"
"ge","ic693mdl734","h","PLC"
"ge","ic693mdl733","h","PLC"
"ge","ic693mdl732","h","PLC"
"ge","ic693mdl731","h","PLC"
"ge","ic693pwr322","h","PLC"
"ge","ic693pwr321","h","PLC"
"ge","ic693prg300","h","PLC"
"ge","ic693pif301","h","PLC"
"ge","ic693pcm311","h","PLC"
"ge","ic693pcm301","h","PLC"
"ge","ic693mdr390","h","PLC"
"ge","ic693mdl940","h","PLC"
"ge","ic693mdl931","h","PLC"
"ge","ic693mdl930","h","PLC"
"ge","ic693cmm302","h","PLC"
"ge","ic693cmm301","h","PLC"
"ge","ic693chs399","h","PLC"
"ge","ic693chs398","h","PLC"
"ge","ic693chs397","h","PLC"
"ge","ic693cbl311","h","PLC"
"ge","ic693cbl309","h","PLC"
